chain,outlet,store_location
arpico,RAGAMA,POINT (79.94978500000001 7.001274)
arpico,MAGGONA,POINT (79.9807531 6.5047953)
arpico,Bandaragama,POINT (79.9879682 6.7136402)
arpico,GELIOYA,POINT (80.59819760000001 7.2139038)
arpico,HALLOLUWA,POINT (80.59776309999999 7.3071334)
arpico,KIRIBATHKUMBURA,POINT (80.5827266 7.2657726)
arpico,Kaduwela,POINT (79.9859136 6.934452)
arpico,JA-ELA,POINT (79.89140329999999 7.0757289)
arpico,ATHURIGIRIYA,POINT (79.988336 6.878519)
arpico,WELIWERIYA,POINT (80.023596 7.0377197)
arpico,MATHUGAMA,POINT (80.1158506 6.5191911)
arpico,POKUNUWITA,POINT (80.0336033 6.72616)
arpico,ARAWWALA,POINT (79.9351984 6.83085)
arpico,KOCHCHIKADE,POINT (79.86057940000001 7.2671348)
arpico,Meegoda,POINT (80.0475301 6.8216009)
arpico,INGIRIYA,POINT (80.17486719999999 6.7438683)
arpico,HANWELLA,POINT (80.08938790000001 6.9057377)
arpico,AMBALANGODA,POINT (80.05428310000001 6.2367382)
arpico,ATHTHIDIYA,POINT (79.8853549 6.8476729)
arpico,KANDANA,POINT (79.8965317 7.0490411)
arpico,NUGEGODA,POINT (79.88959800000001 6.871851)
arpico,KULIYAPITIYA,POINT (80.0408104 7.4692275)
arpico,WENNAPUWA,POINT (79.840959 7.3436662)
arpico,WERAHERA,POINT (79.91202149999999 6.8282374)
arpico,MUTUWAL,POINT (79.87168369999991 6.970197)
arpico,Mulleriyawa,POINT (79.9270901 6.9244991)
arpico,Athurugiriya,POINT (79.988336 6.878519)
arpico,Akkarapaththu,POINT (81.84968550000001 7.2194173)
arpico,Athurugiriya,POINT (79.98361079999999 6.8878446)
arpico,Badulla,POINT (81.0597441 6.9864468)
arpico,Bandarawela,POINT (80.9909588 6.8300137)
arpico,Dambulla.,POINT (80.65063480000001 7.8863801)
arpico,Galle,POINT (80.2262932 6.0369815)
arpico,Galewela,POINT (80.56720730000001 7.7556429)
arpico,Hingurakgoda.,POINT (80.95585939999999 8.0424319)
arpico,Horana,POINT (79.9203444 6.7096405)
arpico,Kaduwela,POINT (79.9735245 6.9365181)
arpico,Kalutara,POINT (79.9589977 6.593871)
arpico,Kandana,POINT (79.8962259 7.0493605)
arpico,Kotahena,POINT (79.8595119 6.9489948)
arpico,Kottawa,POINT (79.9617684 6.8428447)
arpico,Kurunegala.,POINT (80.3294563 7.4748362)
arpico,Matara,POINT (80.5528951 5.9492992)
arpico,Matale,POINT (80.6241775 7.4720944)
arpico,Moratuwa,POINT (79.883008 6.7791497)
arpico,Narahenpita,POINT (79.8796177 6.8908048)
arpico,Nawalapitiya.,POINT (80.5382824 7.0638518)
arpico,Nittambuwa,POINT (80.1002562 7.1504071)
arpico,Nugegoda.,POINT (79.88959800000001 6.871851)
arpico,Nuwara Eliya,POINT (80.7827497 6.9534358)
arpico,Panadura,POINT (79.9284554 6.6679776)
arpico,Pettah,POINT (79.85195880000001 6.9381263)
arpico,Pottuvil,POINT (81.829809 6.8750619)
arpico,Rathnapura,POINT (80.38230660000001 6.7088507)
arpico,Wellawaya.,POINT (81.1032629 6.7274759)
arpico,BATTARAMULLA,POINT (79.91709299999999 6.902386)
arpico,WELLAWATTA,POINT (79.8636139 6.8658914)
arpico,Hyde Park Corner,POINT (79.8608340000001 6.917601)
arpico,Navinna,POINT (79.9177828 6.8526475)
arpico,GAMPAHA,POINT (79.99982900000001 7.091604)
arpico,KANDY,POINT (80.620507 7.280711)
arpico,NEGOMBO,POINT (79.84302599999999 7.2074)
arpico,WATTALA,POINT (79.89251400000001 6.98884)
arpico,KADAWATHA,POINT (79.94978500000001 7.001274)
arpico,KIRIBATHGODA,POINT (79.925252 6.97605)
arpico,DEHIWALA,POINT (79.866696 6.846773)
arpico,BORALESGAMUWA,POINT (79.902609 6.840962)
arpico,KALUTARA,POINT (79.955905 6.602332)
arpico,PILIYANDALA,POINT (79.926154 6.799025)
arpico,MATARA,POINT (80.5428460000001 5.949179)
arpico,PANADURA,POINT (79.907901 6.707393)
arpico,KOTTAWA,POINT (79.97875209999999 6.8389086)
keells,Eldeniya,POINT (79.973085 7.0209227)
keells,Kelaniya,POINT (79.9072967 6.9506815)
keells,Kiribathgoda,POINT (79.92918399999999 6.977087)
keells,Kiribathgoda 2,POINT (79.9308697 6.982333499999999)
keells,Kirillawella,POINT (79.98701899999999 7.0327388)
keells,Makola,POINT (79.9465556 6.976845399999999)
keells,Mawaramandiya,POINT (79.97625669999999 6.987016199999999)
keells,Miriswatta,POINT (80.0140299 7.075543499999999)
keells,Sinharamulla,POINT (79.93023599999999 6.952322)
keells,Tyre Junction,POINT (79.91120909999999 6.9690593)
keells,Attidiya 2,POINT (79.88551249999999 6.8467788)
keells,Crescat,POINT (79.8485946 6.9173059)
keells,Duplication Road,POINT (79.8570216 6.8955642)
keells,Katubedda,POINT (79.8964526 6.7960803)
keells,Liberty Plaza 2,POINT (79.85135529999999 6.9112975)
keells,Marine Drive,POINT (79.8544885 6.889369899999999)
keells,Moratuwa 1,POINT (79.88547160000002 6.770817399999999)
keells,Mount Lavinia,POINT (79.86723499999999 6.831912000000001)
keells,Rathmalana,POINT (79.8742156 6.819342499999999)
keells,Shangri -La,POINT (79.8454971 6.9270168)
keells,Aluthgama,POINT (79.99599719999999 6.436392)
keells,Ambalangoda,POINT (80.04963959999999 6.2419366)
keells,Beruwala,POINT (79.98378629999999 6.4746706)
keells,Embilipitiya,POINT (80.84891469999999 6.3364803)
keells,Galle,POINT (80.2109019 6.0350864)
keells,Galle 2,POINT (80.2039264 6.0581301)
keells,Karapitiya,POINT (80.2218015 6.0639536)
keells,Matara 1,POINT (80.53601929999999 5.9481777)
keells,Matara 2,POINT (80.54537999999999 5.9482826)
keells,Matara 3,POINT (80.56323999999999 5.9470458)
keells,Tangalle,POINT (80.79541469999999 6.023223199999999)
keells,Gampola,POINT (80.56530699999999 7.159271299999999)
keells,Kandy 01,POINT (80.6190105 7.2788309)
keells,Kandy 02,POINT (80.61031730000001 7.273955999999999)
keells,Kandy 3,POINT (80.63716119999999 7.2922048)
keells,Katugastota,POINT (80.63290289999999 7.312780199999999)
keells,Kegalle,POINT (80.3513401 7.254270799999999)
keells,Kurunegala 2,POINT (80.35834439999999 7.4819209)
keells,Kurunegala 3,POINT (80.35990009999999 7.4901148)
keells,Matale 1,POINT (80.62014809999999 7.463742699999999)
keells,Matale 2,POINT (80.62343109999999 7.4888568)
keells,Mawanella,POINT (80.45021869999999 7.251829099999999)
keells,Enderamulla,POINT (79.9143856 6.994316)
keells,Delpe,POINT (79.93592890000001 7.021042)
keells,Gampaha 2,POINT (79.99721989999999 7.0912814)
keells,Ja-Ela 2,POINT (79.89733099999999 7.0865149)
keells,Kapuwatte,POINT (79.89523199999999 7.060587900000001)
keells,Mahabage 2,POINT (79.8973719 7.012553)
keells,Minuwangoda,POINT (79.9487235 7.168319899999999)
keells,Ragama,POINT (79.9175832 7.0270211)
keells,Thihariya,POINT (80.07104489999999 7.127068)
keells,Wattala 2,POINT (79.891008 6.987833699999999)
keells,Bandaragama,POINT (79.9856767 6.711557300000001)
keells,Gorakana,POINT (79.89825379999999 6.760439)
keells,Kaluthara South,POINT (79.967675 6.5663325)
keells,Kaluthara 2,POINT (80.0024653 6.419094599999999)
keells,Kesbewa,POINT (79.94175009999999 6.791937799999999)
keells,Kesbewa 2,POINT (79.94175009999999 6.791937799999999)
keells,Matugama,POINT (80.1083893 6.523070499999999)
keells,Moratuwa 3,POINT (79.88547160000002 6.770817399999999)
keells,Panadura 2,POINT (79.90615559999999 6.7260549)
keells,Panadura 3,POINT (79.92187819999999 6.709551599999999)
keells,Panadura Nalluruwa,POINT (79.91255959999999 6.7009246)
keells,Wadduwa,POINT (79.92842089999999 6.6683027)
keells,Battaramulla,POINT (79.92252260000001 6.896607599999999)
keells,Boralesgamuwa,POINT (79.9073501 6.8330191)
keells,Capital Mall,POINT (79.93429829999999 6.8748928)
keells,Kalalgoda,POINT (79.94076699999999 6.8705099)
keells,Kohuwala 2,POINT (79.888274 6.8633421)
keells,Piliyandala,POINT (79.9292315 6.7972912)
keells,Piliyandala 2,POINT (79.9150879 6.7984564)
keells,Pita Kotte,POINT (79.9094848 6.8834443)
keells,Raththanapitiya,POINT (79.8962792 6.849039299999999)
keells,Thalawathugoda 3,POINT (79.928957 6.8762843)
keells,Darly Road,POINT (79.8618683 6.920774199999999)
keells,Dehiwala,POINT (79.87763500000001 6.849492199999999)
keells,Edmonton,POINT (79.8761449 6.879678999999999)
keells,Havelock Road,POINT (79.8643036 6.886914)
keells,Kalubowila,POINT (79.86680299999999 6.8631438)
keells,Kerawalapitiya,POINT (79.8855209 6.996585)
keells,Kohuwela,POINT (79.88085939999999 6.8695941)
keells,Kotahena,POINT (79.86091329999999 6.948411699999999)
keells,Mattakkuliya,POINT (79.87343729999999 6.9692016)
keells,Thimbirigasyaya,POINT (79.87295229999999 6.8961186)
keells,Chilaw,POINT (79.7968722 7.5836533)
keells,Ja Ela 3,POINT (79.89195149999999 7.0725098)
keells,Kimbulapitiya,POINT (79.86227690000001 7.2038242)
keells,Kochchikade,POINT (79.85836619999999 7.262969200000001)
keells,Maravila,POINT (79.83104759999999 7.4144151)
keells,Negombo - Dalupotha,POINT (79.84993030000001 7.2301438)
keells,Negombo - Telwatta,POINT (79.84994499999999 7.206695499999999)
keells,Negombo-Kurana,POINT (79.8593171 7.1848503)
keells,Puttalam,POINT (79.837068 8.028127399999999)
keells,Seeduwa,POINT (79.87867849999999 7.1221783)
keells,Wennappuwa,POINT (79.8401059 7.3452165)
keells,Biyagama,POINT (79.99164019999999 6.9494487)
keells,Homagama,POINT (79.9873829 6.8393612)
keells,Kottawa 2,POINT (79.96553960000001 6.836408)
keells,Kottawa 3,POINT (79.9693161 6.8445251)
keells,Pannipitiya,POINT (79.9424803 6.8454835)
keells,Pittugala,POINT (79.96556699999999 6.9081661)
keells,Thalahena,POINT (79.9379594 6.9088525)
keells,Gamsabha,POINT (79.89521739999999 6.8657635)
keells,Gothatuwa,POINT (79.91012599999999 6.928275900000001)
keells,Maharagama,POINT (79.92089729999999 6.8520344)
keells,Maharagama 2,POINT (79.9208556 6.842743100000001)
keells,Maharagama 3,POINT (79.9265942 6.8424722)
keells,Mulleriyawa,POINT (79.9271313 6.932448)
keells,Wellampitiya,POINT (79.90346219999999 6.9368671)
keells,Wijerama,POINT (79.90832349999999 6.8577777)
keells,Akuregoda,POINT (79.9421715 6.8958967)
keells,Arangala,POINT (79.96373439999999 6.892330599999999)
keells,Athurugiriya 2,POINT (79.96372789999999 6.892347099999999)
keells,Avissawella,POINT (80.20064359999999 6.9504692)
keells,Eheliyagoda,POINT (80.2578474 6.8580491)
keells,Hokandara,POINT (79.94480679999999 6.879189999999999)
keells,Horana,POINT (80.0695618 6.7190242)
keells,Rathnapura,POINT (80.39583669999999 6.6845368)
keells,Vidyala Junction,POINT (79.9582671 6.8687653)
keells,Borella,POINT (79.8811204 6.91391)
keells,Embuldeniya,POINT (79.90928339999999 6.8687214)
keells,Ethul Kotte,POINT (79.9027201 6.8888398)
keells,Godagama,POINT (80.0258072 6.851611699999999)
keells,Nawala,POINT (79.89123529999999 6.8966017)
keells,Stanley Thilakaratne Mw.,POINT (79.89425659999999 6.875602799999999)
keells,Rajagiriya,POINT (79.89504579999999 6.9104648)
keells,Rajagiriya 2,POINT (79.90230579999999 6.906900599999999)
keells,Union Place,POINT (79.85612429999999 6.921714)
cargills,FC STAPLES STREET,POINT (79.8558331 6.9201994)
cargills,FC KANDY,POINT (80.63710569999999 7.2928776)
cargills,EX MOUNT LAVINIA,POINT (79.8691113 6.827608799999999)
cargills,FC WELLAWATTE,POINT (79.861873 6.8711259)
cargills,FC MAJESTIC CITY,POINT (79.8546195 6.8940731)
cargills,FC MAHARAGAMA,POINT (79.9265791 6.845314699999999)
cargills,FC BANDARAWELA,POINT (80.98856189999999 6.8310001)
cargills,FC NUWARA ELIYA,POINT (80.7657873 6.9760838)
cargills,FC NUGEGODA,POINT (79.88087139999999 6.875580599999999)
cargills,FC FORT,POINT (79.8447204 6.9356673)
cargills,FC MALABE,POINT (79.9541196 6.9040005)
cargills,FC NEGOMBO,POINT (79.8441404 7.212946700000001)
cargills,FC BORALESGAMUWA,POINT (79.92222699999999 6.8429268)
cargills,EX RAJAGIRIYA,POINT (79.8942646 6.910106600000001)
cargills,FC PITAKOTTE,POINT (79.9015364 6.8827114)
cargills,FC PANADURA,POINT (79.90781 6.71968)
cargills,FC KURUNEGALA,POINT (80.36063779999999 7.4884909)
cargills,FC MATARA,POINT (80.5543934 5.9430934)
cargills,FC WATTALA,POINT (79.8885119 6.984905299999999)
cargills,FC GAMPAHA,POINT (79.99625 7.09257)
cargills,FC JAELA,POINT (79.8909343 7.0826207)
cargills,FC CHILAW,POINT (79.7939349 7.578680299999999)
cargills,FC PILIYANDALA,POINT (79.9395392 6.796545)
cargills,FC DEHIWALA,POINT (79.86468929999999 6.8589452)
cargills,FC RATNAPURA,POINT (80.4020704 6.679112)
cargills,FC COLPETTY,POINT (79.85263669999999 6.902800699999999)
cargills,EX THIMBIRIGASYAYA,POINT (79.86650449999999 6.8909812)
cargills,FC NAWALA,POINT (79.8875809 6.8880086)
cargills,EX MATARA,POINT (80.5494458 5.944539799999999)
cargills,FC KADAWATHA,POINT (80.6204417 7.2811265)
cargills,EX MALIGAWATTE,POINT (79.8706164 6.935234800000001)
cargills,FC KEGALLE,POINT (80.35052229999999 7.253825399999999)
cargills,FC ALUTHGAMA,POINT (79.99779409999999 6.4333398)
cargills,FC KOTAHENA,POINT (79.85927049999999 6.948773800000001)
cargills,FC AMBALANGODA,POINT (80.05430899999999 6.23789)
cargills,FC PARK ROAD,POINT (79.87299969999999 6.8878131)
cargills,FC BERUWELA,POINT (79.98347 6.47464)
cargills,FC KATUGASTOTA,POINT (80.63169859999999 7.314369200000001)
cargills,FC WARAKAPOLA,POINT (80.20040709999999 7.2285384)
cargills,EX ALEXANDRA PLACE,POINT (79.86498999999999 6.9114533)
cargills,FC KARAGAMPITIYA,POINT (79.87316509999999 6.8499933)
cargills,FC MATALE,POINT (80.6225225 7.474261800000001)
cargills,FC PELIYAGODA,POINT (79.8841084 6.9684076)
cargills,EX HAVELOCK ROAD,POINT (79.86960139999999 6.8824961)
cargills,FC KELANIYA,POINT (79.90673559999999 6.9669672)
cargills,FC AVISSAWELLA,POINT (80.213745 6.950364)
cargills,FC DEMATAGODA,POINT (79.87816749999999 6.928622)
cargills,FC GALLE,POINT (80.2154182 6.0333366)
cargills,FC HOMAGAMA,POINT (80.00504 6.8415)
cargills,FC KOHUWALA,POINT (79.8838164 6.866771399999999)
cargills,FC KOLONNAWA,POINT (79.89195230000001 6.9325774)
cargills,FC MOUNT LAVINIA STC,POINT (79.86729389999999 6.8372218)
cargills,FC EMBILIPITIYA,POINT (80.85673439999999 6.3314602)
cargills,FC KOTTAWA,POINT (79.9670005 6.840717199999999)
cargills,FC ANURADHAPURA,POINT (80.4091035 8.3316441)
cargills,FC WENNAPPUWA,POINT (79.8405724 7.3451365)
cargills,FC MUTUWAL,POINT (79.8744583 6.971208099999999)
cargills,0 FC SEEDUWA,POINT (79.8737728 7.1433258)
cargills,EX BAMBALAPITIYA,POINT (79.85474929999999 6.8948227)
cargills,FC BALANGODA,POINT (80.7002674 6.6478307)
cargills,FC KADUWELA,POINT (79.9799608 6.936902900000001)
cargills,FC MARADANA,POINT (79.86710579999999 6.925762)
cargills,FC BADULLA,POINT (81.06028119999999 6.9881087)
cargills,FC KANDANA,POINT (79.85733259999999 7.2625438)
cargills,FC VAVUNIYA,POINT (80.4978186 8.752324)
cargills,EX PANADURA,POINT (79.90779329999999 6.714014799999999)
cargills,FC PILIMATALAWA,POINT (80.5578872 7.265178199999999)
cargills,BC KATUBEDDA,POINT (79.8882675 6.802014799999999)
cargills,FC ATTIDIYA,POINT (79.88468999999999 6.839129)
cargills,FC DAMBULLA,POINT (80.65033439999999 7.878220799999998)
cargills,FC DICKWELLA,POINT (80.69577 5.96473)
cargills,FC AKURANA,POINT (80.61724559999999 7.369343199999999)
cargills,FC HAMBANTOTA,POINT (81.12586689999999 6.1283566)
cargills,FC MINUWANGODA,POINT (79.9467343 7.166388899999999)
cargills,FC DELKANDA,POINT (79.8972308 6.8646194)
cargills,FC KIRIBATHGODA,POINT (79.9311711 6.982238)
cargills,FC HATTON,POINT (80.5972816 6.892797499999999)
cargills,EX KATUNAYAKE SLAF,POINT (79.90251 7.18675)
cargills,FC KATUKURUNDA,POINT (79.96928570000001 6.561569899999999)
cargills,FC KOSWATTE,POINT (79.9567926 6.9035185)
cargills,FC KOHUWALA 2,POINT (79.8774943 6.8703878)
cargills,FC MAHARAGAMA 2,POINT (79.9316192 6.8448554)
cargills,FC MIRIHANA,POINT (79.90086220000001 6.8749604)
cargills,FC NUGEGODA 2,POINT (79.8962574 6.8747371)
cargills,FC RATMALANA,POINT (79.8691113 6.827608799999999)
cargills,FC WIJERAMA,POINT (79.9035519 6.8620142)
cargills,FC KUNDASALE,POINT (80.6042434 7.3654715)
cargills,FC PANADURA 2,POINT (79.9080307 6.708794399999999)
cargills,FC TANGALLE,POINT (80.7946316 6.0257603)
cargills,FC KOCHCHIKADE,POINT (79.85733259999999 7.2625438)
cargills,FC PEPILIYANA,POINT (79.8903418 6.8589655)
cargills,FC KARAPITIYA,POINT (80.22808089999999 6.068023)
cargills,FC EHELIYAGODA,POINT (80.26106 6.85414)
cargills,FC GAMPOLA,POINT (80.565185 7.160625599999999)
cargills,FC HORANA,POINT (80.38059969999999 6.6973067)
cargills,FC RAGAMA,POINT (79.9236669 7.0277332)
cargills,FC NITTAMBUWA,POINT (80.09394829999999 7.141411799999999)
cargills,EX TRINCOMALEE,POINT (81.2098826 8.5768576)
cargills,FC KALUTARA,POINT (79.9616704 6.5804278)
cargills,EX BIA KATUNAYAKE,POINT (79.8861574 7.173369)
cargills,FC KADAWATHA 2,POINT (79.948234 7.000355)
cargills,FC KURUNEGALA 2,POINT (80.3663655 7.4926483)
cargills,FC MIRIGAMA,POINT (80.13055949999999 7.249541499999999)
cargills,FC ATHURUGIRIYA,POINT (79.9917293 6.876447199999999)
cargills,FC MAWANELLA,POINT (80.44903939999999 7.252868899999998)
cargills,FC TRINCOMALEE,POINT (81.22808429999999 8.577569799999999)
cargills,FC KULIYAPITIYA,POINT (80.04439889999999 7.472875999999999)
cargills,FC BANDARAGAMA,POINT (79.94865229999999 6.707564199999999)
cargills,FC KALUTARA NORTH,POINT (79.9565343 6.599942299999999)
cargills,FC PANNALA,POINT (80.0245968 7.3290475)
cargills,FC WELIWERIYA,POINT (80.0268586 7.0343696)
cargills,FC DELGODA,POINT (80.0129915 6.9866685)
cargills,FC BATTICALOA,POINT (81.6948302 7.714138999999999)
cargills,FC PANNIPITIYA,POINT (79.9595075 6.866857899999999)
cargills,FC BOKUNDARA,POINT (79.9180511 6.818419899999999)
cargills,FC DHARGA TOWN,POINT (80.01405 6.44131)
cargills,FC NAWALAPITIYA,POINT (80.5345494 7.0558093)
cargills,FC AMPARA,POINT (81.67530169999999 7.2914037)
cargills,FC DICKMANS ROAD,POINT (79.85887149999999 6.8867474)
cargills,FC GRANDPASS,POINT (79.86707319999999 6.944344399999999)
cargills,FC KESBEWA,POINT (79.9395392 6.796545)
cargills,FC MALABE 2,POINT (79.972061 6.914682)
cargills,FC MONERAGALA,POINT (81.35009079999999 6.8712998)
cargills,FC NEGOMBO 2,POINT (79.85063 7.20633)
cargills,FC BATTARAMULLA,POINT (79.90590150000001 6.901276299999999)
cargills,FC WELISARA,POINT (79.8976287 7.012471000000001)
cargills,FC IPALOGAMA,POINT (80.546471 8.0719177)
cargills,FC RAJAGIRIYA 2,POINT (79.89951569999999 6.9085377)
cargills,FC KOTIKAWATTA,POINT (79.9164694 6.9346362)
cargills,FC PALMADULLA,POINT (80.53876 6.62562)
cargills,FC WADDUWA,POINT (79.9616704 6.5804278)
cargills,FC ETHULKOTTE,POINT (79.90590150000001 6.901276299999999)
cargills,FC JAELA 02,POINT (79.8925964 7.0739467)
cargills,FC YAKKALA,POINT (80.0337468 7.0867206)
cargills,FC MAKOLA,POINT (79.9482021 6.975303900000001)
cargills,FC JAWATTA,POINT (79.8667069 6.894996399999999)
cargills,FC DUPLICATION,POINT (79.85453889999999 6.9024028)
cargills,FC MANIPPAY,POINT (79.99736179999999 9.7232214)
cargills,FC THIHARIYA,POINT (80.07335719999999 7.1290187)
cargills,EX ROYALPARK,POINT (79.8882921 6.906037299999999)
cargills,FC KANNATHTHIDI,POINT (80.01159009999999 9.6711487)
cargills,FC KALAPALUWAWA,POINT (79.9101103 6.914053699999999)
cargills,FC BANDARAWATTE,POINT (79.98696679999999 6.9393214)
cargills,FC AKKARAIPATHTHU,POINT (81.8509665 7.231271599999999)
cargills,FC KALMUNEI,POINT (81.8306334 7.414383099999999)
cargills,FC NORRIS CANAL,POINT (79.8659984 6.9223969)
cargills,EX TRILLIUM RESIDENCE,POINT (79.8781829 6.9038765)
cargills,FC WARIYAPOLA,POINT (80.2477955 7.617959000000001)
cargills,FC DANKOTUWA,POINT (79.88216799999999 7.298133300000001)
cargills,EX KURUWITA,POINT (80.3676071 6.7739916)
cargills,EX RUWANWELLA,POINT (80.2543531 7.043222699999999)
cargills,EX DIGANA,POINT (80.7344557 7.295005999999999)
cargills,FC KADURUWELLA,POINT (81.0342285 7.928112899999999)
cargills,FC KILINOCHCHI,POINT (80.3769999 9.3802886)
cargills,EX SUWARAPOLA,POINT (79.9099368 6.797266899999999)
cargills,EX HABARAKADA,POINT (80.0124199 6.8653681)
cargills,EX KOTIYAKUBURA,POINT (80.2049741 7.2184414)
cargills,EX NEDIMALA,POINT (79.8830274 6.8524334)
cargills,FC MANCHANTHODUWAI,POINT (81.72391 7.68847)
cargills,FC WELIMADA,POINT (80.91280999999999 6.903517)
cargills,FC ELAKANDA,POINT (79.87445129999999 6.994285400000001)
cargills,FC BATTICALOA 02,POINT (81.68989719999999 7.725822099999998)
cargills,EX BENTOTA,POINT (79.9991747 6.423032399999999)
cargills,EX MORATUWELLA,POINT (79.88352 6.76745)
