dist_name,dsd_name,bank_name
Ampara,Addalachchenai,Addalachchenai Samurdhi Bank Society
Ampara,Addalachchenai,Oluwil / Palmunei Samurdhi Bank Society
Ampara,Akkaraipattu,Akkaraipaththu East Samurdhi Bank Society
Ampara,Akkaraipattu,Akkaraipaththu West Samurdhi Bank Society
Ampara,Alayadiwembu,Akkaraipaththu 08 Samurdhi Bank Society
Ampara,Alayadiwembu,Pothuwil North Samurdhi bank Society
Ampara,Ampara,Ampara Samurdhi Bank Society
Ampara,Ampara,Namaloya Samurdhi bank Society
Ampara,Irakkamam,Pothuvil South Samurdhi Bank Society
Ampara,Irakkamam,Pothuvil North Samurdhi Bank Society
Ampara,Kalmune Muslim,Thambiliwil Samurdhi Bank Society
Ampara,Kalmune Muslim,Vinayagapuram Samurdhi Bank Socity
Ampara,Kalmune Tamil,Lahugala Samurdhi Bank Society
Ampara,Kalmune Tamil,Panama Samurdhi Bank Society
Ampara,Karativu,Karativu Samurdhi Bank Society
Ampara,Karativu,Kardithottam Samurdhi Bank Society
Ampara,Lahugala,Padagoda Sanasa Bank Society
Ampara,Lahugala,Galkanda Sanasa Bank Society
Ampara,Lahugala,Thottama Sanasa Bank Society
Ampara,Navithanveli,Navithanveli Samurdhi BankSociety
Ampara,Navithanveli,Central Samurdhi Society / Samurdhi Bank Society
Ampara,Ninthavur,Ninthavur North Samurdhi Bank Society
Ampara,Ninthavur,Ninthavur South Samurdhi Bank Society
Ampara,Sainthamarathu,Sainthamarathu Samurdhi Bank Society
Ampara,Samanthurai,Hijra Samurdhi Bank Society
Ampara,Samanthurai,Huda Samurdhi bank Society
Ampara,Samanthurai,Asraj Samurdhi Bank Society
Ampara,Samanthurai,Millenium Samurdhi Bank Society
Anuradhapura,Galenbindunuwewa,21 Janapadaya Samurdhi Bank Society
Anuradhapura,Galenbindunuwewa,Kurulunikawawa Samurdhi Bank Society
Anuradhapura,Galenbindunuwewa,Yakalla Samurdhi Bank Society
Anuradhapura,Galnewa,Nagampaha Samurdhi Bank Society
Anuradhapura,Galnewa,Bulnawa Samurdhi Bank Society
Anuradhapura,Horowpothana,Horowpothana Samurdhi Bank Society	
Anuradhapura,Horowpothana,Kapugollawa Samurdhi Bank Society
Anuradhapura,Horowpothana,Morakawa Samurdhi Bank Society
Anuradhapura,Ipalogama,Ipalaogama Samurdhi Bank Society
Anuradhapura,Ipalogama,Vijithapura Samurdhi Bank Society
Anuradhapura,Ipalogama,Senapuragama Samurdhi Bank Society
Anuradhapura,Kahatagasdigiliya,Kahatagasdigiliya Samurdhi Bank Society
Anuradhapura,Kahatagasdigiliya,Konwawa Samurdhi Bank Society
Anuradhapura,Kahatagasdigiliya,Rampathwila Samurdhi Bank Society
Anuradhapura,Kebithigollewa,Kabithigollawa Samurdhi Bank Society
Anuradhapura,Kekirawa,Olonbawa Samurdhi Bank Society	
Anuradhapura,Kekirawa,Madatugama Samurdhi Bank Society	
Anuradhapura,Kekirawa,Olukarada Samurdhi Bank Society
Anuradhapura,Kekirawa,Ganewalpola Samurdhi Bank Society	
Anuradhapura,Mahavilachchiya,Kudawilachchiya Samurdhi Bank Society
Anuradhapura,Mahavilachchiya,Mahawilachchiya Samurdhi Bank Society
Anuradhapura,Medawachchiya,Poonawa Samurdhi Bank Society
Anuradhapura,Medawachchiya,Madawachchiya Samurdhi Bank Society
Anuradhapura,Medawachchiya,Athakada Samurdhi Bank Society
Anuradhapura,Mihinthale,Mininthale East Samurdhi Bank Society
Anuradhapura,Mihinthale,Mihinthale West Samurdhi Bank Society
Anuradhapura,Nachchadoowa,Hidegama Samurdhi Bank Society
Anuradhapura,Nochchiyagama,Nochchiyagama Samurdhi Bank Society
Anuradhapura,Nochchiyagama,Dobawalagama Samurdhi Bank Society
Anuradhapura,Nochchiyagama,Lindawawa Samurdhi Bank Society
Anuradhapura,Nuwaragam Palatha Central,Wiharakallinchiya Samurdhi Bank Society
Anuradhapura,Nuwaragam Palatha Central,Saliyapura Samurdhi Bank Society
Anuradhapura,Nuwaragam Palatha Central,Alayapaththuwa Samurdhi Bank Society
Anuradhapura,Nuwaragam Palatha East,Anuradhapura Samurdhi Bank Society	
Anuradhapura,Nuwaragam Palatha East,Kawarakkulama Samurdhi Bank Society
Anuradhapura,Padaviya,Padawiya Samurdhi Bank Society
Anuradhapura,Palagala,Galkiriyawa Samurdhi Bank Society
Anuradhapura,Palagala,Adiyagala Samurdhi Bank Society
Anuradhapura,Palagala,Palagala Samurdhi Bank Society
Anuradhapura,Palugaswewa,Palugaswawa Samurdhi Bank Society	
Anuradhapura,Rajanganaya,Rajanganaya Samurdhi Bank Society	
Anuradhapura,Rajanganaya,Siyabalangamuwa Samurdhi Bank Society
Anuradhapura,Rambewa,Kadawatha Samurdhi Bank Society
Anuradhapura,Rambewa,Kallanwiya Samurdhi Bank Society
Anuradhapura,Rambewa,Rabawa Samurdhi Bank Society	
Anuradhapura,Thalawa,Kadigawa Samurdhi Bank Society	
Anuradhapura,Thalawa,Thalawa Samurdhi Bank Society
Anuradhapura,Thalawa,Sandarasgama Samurdhi Bank Society
Anuradhapura,Thambuttegama,Hurigaswawa Samurdhi Bank Society
Anuradhapura,Thambuttegama,Thabuththegama Samurdhi Bank Society
Anuradhapura,Thirappane,Nirawiya / Pairamadu Samurdhi Bank Society
Anuradhapura,Thirappane,Ritigala Samurdhi Bank Society
Anuradhapura,Thirappane,Thirappane Samurdhi Bank Society
Anuradhapura,Welioya,Walioya Samurdhi Bank Society
Badulla,Badulla,Badulla  Samurdhi Bank Society
Badulla,Badulla,Kandagolla Samurdhi Bank Society
Badulla,Bandarawela,Bandarawela Samurdhi Bank Society
Badulla,Bandarawela,Wawathannna Samurdhi Bank Society	
Badulla,Bandarawela,Dulgolla Samurdhi Bank Society
Badulla,Ella,Balallakotuwa Samurdhi Bank Society
Badulla,Ella,Ella Samurdhi Bank Society
Badulla,Ella,Halpe Samurdhi Bank Society
Badulla,Haldummulla,Haldummulla Samurdhi Bank Society
Badulla,Haldummulla,Beragala Samurdhi Bank Society
Badulla,Haldummulla,Diyaluma Samurdhi Bank Society
Badulla,Hali-Ela,Haliela Samurdhi Bank Society
Badulla,Hali-Ela,Katawala Samurdhi Bank Society
Badulla,Hali-Ela,Perahattiya Samurdhi Bank Society
Badulla,Hali-Ela,Atampitiya Samurdhi Bank Society
Badulla,Haputale,Haputhale Samurdhi Bank Society
Badulla,Haputale,Diyathalawa Samurdhi Bank Society
Badulla,Kandaketiya,Kandakatiya Samurdhi Bank Society
Badulla,Kandaketiya,Galauda Samurdhi Bank Society
Badulla,Lunugala,Madolsima Samurdhi Bank Society
Badulla,Lunugala,Lunugala Samurdhi Bank Society
Badulla,Mahiyanganaya,Mahiyanganaya Samurdhi Bank Society
Badulla,Mahiyanganaya,Giradurukotte Samurdhi Bank Society
Badulla,Mahiyanganaya,Dabana Samurdhi Bank Society
Badulla,Meegahakivula,Meegahakiwla Samurdhi Bank Society
Badulla,Meegahakivula,Pitamaruwa Samurdhi Bank Society
Badulla,Passara,Passara Samurdhi Bank Society
Badulla,Passara,Gonagala Samurdhi Bank Society
Badulla,Passara,Kahataruppa Samurdhi Bank Society	
Badulla,Rideemaliyadda,Gamunupura Samurdhi Bank Society
Badulla,Rideemaliyadda,Ridimaliyadda Samurdhi Bank Society	
Badulla,Rideemaliyadda,Kuruwithanna Samurdhi Bank Society	
Badulla,Soranathota,Ridipana Samurdhi Bank Society
Badulla,Soranathota,Pussallakanda Samurdhi Bank Society
Badulla,Uva-Paranagama,Maspanna Samurdhi Bank Society
Badulla,Uva-Paranagama,Pallewela Samurdhi Bank Society
Badulla,Uva-Paranagama,Abagasdowa Samurdhi Bank Society
Badulla,Uva-Paranagama,Kotawehera Samurdhi Bank Society
Badulla,Uva-Paranagama,Wahagamuwa Samurdhi Bank Society	
Badulla,Welimada,Walimada Samurdhi Bank Society
Badulla,Welimada,Kappetipola Samurdhi Bank Society
Badulla,Welimada,Bogahakumbura Samurdhi Bank Society
Badulla,Welimada,Boralanda Samurdhi Bank Society
Badulla,Welimada,Meeragahawaththa Samurdhi Bank Society
Batticaloa,Eravur Town,Eravur Central Samurdhi Bank Society
Batticaloa,Eravur Town,Eravur City Samurdhi Bank Society
Batticaloa,Kattankudy,Kaththankudy Samurdhi bank Society
Batticaloa,Kattankudy,New Kaththankudy Samurdhi BankSociety
Batticaloa,Koralai Pattu (Valachchenai),Valachchenai Samurdhi Bank Society
Batticaloa,Koralai Pattu West (Oddamavadi),Oddamawadi West Samurdhi Bank Society
Batticaloa,Manmunai North,Kalladi Samurdhi Bank Society
Batticaloa,Manmunai North,Eruthayapuram Samurdhi Bank Society
Batticaloa,Manmunai North,Eruthayapuram East Samurdhi Bank Society
Batticaloa,Manmunai North,Puliyanthiw Samurdhi Bank Society
Colombo,Colombo,Mada Colombo Samurdhi Bank Society
Colombo,Colombo,Colombo North Samurdhi Bank Society
Colombo,Dehiwala-Mount Lavinia,Dehiwala Samurdhi Bank Society
Colombo,Hanwella,Hanwella Samurdhi Bank Society
Colombo,Hanwella,Kosgama Samurdhi Bank Society
Colombo,Hanwella,Awissawella Samurdhi Bank Society
Colombo,Hanwella,Kaluaggala Samurdhi Bank Society
Colombo,Hanwella,Welikanna Samurdhi Bank Society
Colombo,Homagama,Meegoda Samurdhi Bank Society	
Colombo,Homagama,Homagama Samurdhi Bank Society
Colombo,Homagama,Pitipana Samurdhi Bank Society
Colombo,Homagama,Maththegoda Samurdhi Bank Society	
Colombo,Homagama,Polgasowita Samurdhi Bank Society
Colombo,Kaduwela,Bomriya 	Samurdhi Bank Society
Colombo,Kaduwela,Malabe Samurdhi Bank Society	
Colombo,Kaduwela,Athurugiriya Samurdhi Bank Society
Colombo,Kaduwela,Baththaramulla Samurdhi Bank Society
Colombo,Kesbewa,Boralasgamuwa Samurdhi Bank Society
Colombo,Kesbewa,Piliyandala Samurdhi Bank Society
Colombo,Kesbewa,Madapatha Samurdhi Bank Society
Colombo,Kolonnawa,Mulleriyawa Samurdhi Bank Society	
Colombo,Kolonnawa,Gothatuwa Samurdhi Bank Society
Colombo,Kolonnawa,Kotuwila Samurdhi Bank Society
Colombo,Kolonnawa,Kolonnawa Samurdhi Bank Society
Colombo,Maharagama,Maharagama City Samurdhi Bank Society
Colombo,Maharagama,Maharagama North Samurdhi Bank Society
Colombo,Maharagama,Kottawa Samurdhi Bank Society
Colombo,Moratuwa,Moratuwa South Samurdhi Bank Society
Colombo,Moratuwa,Moratuwa North Samurdhi Bank Society
Colombo,Padukka,Padukka Samurdhi Bank Society
Colombo,Padukka,Pitumpe Samurdhi Bank Society
Colombo,Padukka,Liyanwala Samurdhi Bank Society
Colombo,Padukka,Thummodara Samurdhi Bank Society
Colombo,Ratmalana,Rathmalana Samurdhi Bank Society
Colombo,Sri Jayawardanapura Kotte,Sri jayawardanapura - North - Samurdhi Bank Society
Colombo,Sri Jayawardanapura Kotte,Sri jayawardanapura - South - Samurdhi Bank Society
Colombo,Thimbirigasyaya,Borella Samurdhi Bank Society
Colombo,Thimbirigasyaya,Colombo South -  Samurdhi Bank Society
Galle,Akmeemana,Hiyare Samurdhi Bank Society
Galle,Akmeemana,Pilana Samurdhi Bank Society
Galle,Akmeemana,Mataramba Samurdhi Bank Society
Galle,Akmeemana,Niyagama Samurdhi Bank Society
Galle,Akmeemana,Walahanduwa Samurdhi Bank Society
Galle,Ambalangoda,Hiyare Samurdhi Bank Society
Galle,Ambalangoda,Pilana Samurdhi Bank Society
Galle,Ambalangoda,Wataraba Samurdhi Bank Society
Galle,Ambalangoda,Niyagama Samurdhi Bank Society
Galle,Ambalangoda,Walahanduwa Samurdhi Bank Society
Galle,Baddegama,Baddegama Samurdhi Bank Society
Galle,Baddegama,Ellakanda Samurdhi Bank Society
Galle,Baddegama,Andurathwila Samurdhi Bank Society
Galle,Baddegama,Wanduraba Samurdhi Bank Society
Galle,Baddegama,Ginimallagaha Samurdhi Bank Society	
Galle,Balapitiya,Kosgoda Samurdhi Bank Society
Galle,Balapitiya,Ahungalla Samurdhi Bank Society
Galle,Balapitiya,Balapitiya Samurdhi Bank Society
Galle,Balapitiya,Wathugedara Samurdhi Bank Society
Galle,Benthota,Benthota Samurdhi Bank Society
Galle,Benthota,Miriswaththa Samurdhi Bank Society
Galle,Benthota,Kaikawala Samurdhi Bank Society
Galle,Benthota,Ranthotuwila Samurdhi Bank Society	
Galle,Bope-Poddala,Labuduwa Samurdhi Bank Society
Galle,Bope-Poddala,Hapugala Samurdhi Bank Society	
Galle,Bope-Poddala,Bope Poddala Samurdhi Bank Society
Galle,Elpitiya,Elpitiya Samurdhi Bank Society
Galle,Elpitiya,Ranegoda Samurdhi Bank Society
Galle,Elpitiya,Amugoda Samurdhi Bank Society
Galle,Elpitiya,Pinikahana Samurdhi Bank Society
Galle,Galle Four Gravets,Dadalla Samurdhi Bank Society
Galle,Galle Four Gravets,Walauwaththa Samurdhi Bank Society	
Galle,Galle Four Gravets,Dangedara Samurdhi Bank Society
Galle,Galle Four Gravets,Pettigalawaththa Samurdhi Bank Society
Galle,Habaraduwa,Koggala Samurdhi Bank Society
Galle,Habaraduwa,Wallethota Samurdhi Bank Society
Galle,Habaraduwa,Ahangama Samurdhi Bank Society
Galle,Habaraduwa,Unawatuna Samurdhi Bank Society
Galle,Habaraduwa,Hawpe Samurdhi Bank Society
Galle,Habaraduwa,Imaduwa Samurdhi Bank Society
Galle,Habaraduwa,Ayojanagama Samurdhi Bank Society
Galle,Hikkaduwa,Boossa Samurdhi Bank Society
Galle,Hikkaduwa,Rathgama Samurdhi Bank Society
Galle,Hikkaduwa,Pinkanda Samurdhi Bank Society
Galle,Hikkaduwa,Narigama Samurdhi Bank Society
Galle,Hikkaduwa,Hikkaduwa Samurdhi Bank Society
Galle,Hikkaduwa,Godagama Samurdhi Bank Society
Galle,Hikkaduwa,Urawaththa Samurdhi Bank Society	
Galle,Karandeniya,Uragasmanhandiya Samurdhi Bank Society
Galle,Karandeniya,Mahaedanda Samurdhi Bank Society	
Galle,Karandeniya,Karandeniya Samurdhi Bank Society
Galle,Nagoda,Mapalagama Samurdhi Bank Society
Galle,Nagoda,Nagoda Samurdhi Bank Society
Galle,Nagoda,Yatalapaththa Samurdhi Bank Society	
Galle,Nagoda,Udugama Samurdhi Bank Society
Galle,Neluwa,Neluwa Samurdhi Bank Society
Galle,Neluwa,Batuwangala Samurdhi Bank Society
Galle,Neluwa,Dellawa Samurdhi Bank Society
Galle,Niyagama,Niyagama Samurdhi Bank Society
Galle,Niyagama,Maththaka Samurdhi Bank Society
Galle,Niyagama,Pitigala Samurdhi Bank Society
Galle,Thawalama,Opatha Samurdhi Bank Society
Galle,Thawalama,Thawalama Samurdhi Bank Society
Galle,Thawalama,Hiniduma Samurdhi Bank Society
Galle,Welivitiya-Divithura,Waliwitiya Samurdhi Bank Society
Galle,Welivitiya-Divithura,Athkandura Samurdhi Bank Society
Galle,Yakkalamulla,Polpagoda Samurdhi Bank Society
Galle,Yakkalamulla,Magedara Samurdhi Bank Society	
Galle,Yakkalamulla,Thellambura Samurdhi Bank Society
Gampaha,Attanagalla,Weeragula Samurdhi Bank Society
Gampaha,Attanagalla,Kalotuwawa Samurdhi Bank Society
Gampaha,Attanagalla,Bemmulla Samurdhi Bank Society
Gampaha,Attanagalla,Weyangoda Samurdhi Bank Society
Gampaha,Attanagalla,Kolawaththa Samurdhi Bank Society	
Gampaha,Attanagalla,Nittabuwa Samurdhi Bank Society
Gampaha,Attanagalla,Ranpokunagama Samurdhi Bank Society
Gampaha,Attanagalla,Urapola Samurdhi Bank Society
Gampaha,Attanagalla,Ellakkala Samurdhi Bank Society	
Gampaha,Attanagalla,Ruwanpura Samurdhi Bank Society
Gampaha,Biyagama,Gonawala Samurdhi Bank Society
Gampaha,Biyagama,Biyagama Samurdhi Bank Society
Gampaha,Biyagama,Makola Samurdhi Bank Society
Gampaha,Biyagama,Delgoda Samurdhi Bank Society
Gampaha,Divulapitiya,Yatigaha Samurdhi Bank Society
Gampaha,Divulapitiya,Walpita Samurdhi Bank Society
Gampaha,Divulapitiya,Kotadeniyawa Samurdhi Bank Society	
Gampaha,Divulapitiya,Badalgama Samurdhi Bank Society
Gampaha,Divulapitiya,Welagana Samurdhi Bank Society
Gampaha,Divulapitiya,Kogodamulla Samurdhi Bank Society	
Gampaha,Divulapitiya,Diwlapitiya Samurdhi Bank Society
Gampaha,Divulapitiya,Dunugaha Samurdhi Bank Society
Gampaha,Divulapitiya,Katuwallegama Samurdhi Bank Society
Gampaha,Dompe,Kirindiwala Samurdhi Bank Society
Gampaha,Dompe,Mahalloluwa Samurdhi Bank Society
Gampaha,Dompe,Ginihigama Samurdhi Bank Society
Gampaha,Dompe,Nadungolla Samurdhi Bank Society
Gampaha,Dompe,Dodangolla Samurdhi Bank Society
Gampaha,Dompe,Putupagala Samurdhi Bank Society
Gampaha,Dompe,Malida Samurdhi Bank Society
Gampaha,Dompe,Dompe Samurdhi Bank Society
Gampaha,Dompe,Samanabadda Samurdhi Bank Society
Gampaha,Gampaha,Ganemulla Samurdhi Bank Society
Gampaha,Gampaha,Kirindiwita Samurdhi Bank Society
Gampaha,Gampaha,Yakkala Samurdhi Bank Society
Gampaha,Gampaha,Aluthbogamuwa Samurdhi Bank Society
Gampaha,Gampaha,Henarathgoda Samurdhi Bank Society
Gampaha,Gampaha,Amunugama Samurdhi Bank Society
Gampaha,Gampaha,Waliweriya Samurdhi Bank Society
Gampaha,Ja-Ela,Ja-ela Samurdhi Bank Society
Gampaha,Ja-Ela,Kandana Samurdhi Bank Society
Gampaha,Ja-Ela,Dandugamperawa Samurdhi Bank Society
Gampaha,Ja-Ela,Batuwaththa Samurdhi Bank Society	
Gampaha,Ja-Ela,Ragama Samurdhi Bank Society
Gampaha,Katana,Athgala Samurdhi Bank Society
Gampaha,Katana,Adi Ambalama Samurdhi Bank Society
Gampaha,Katana,Demahanhandiya Samurdhi Bank Society
Gampaha,Katana,Seeduwa Samurdhi Bank Society
Gampaha,Katana,Raddoluwa Samurdhi Bank Society
Gampaha,Katana,Kotugoda Samurdhi Bank Society
Gampaha,Kelaniya,Kiribathgoda Samurdhi Bank Society	
Gampaha,Kelaniya,Hunupitiya Samurdhi Bank Society
Gampaha,Kelaniya,Kalaniya Samurdhi Bank Society
Gampaha,Mahara,Mahara Samurdhi Bank Society
Gampaha,Mahara,Kadawatha Samurdhi Bank Society	
Gampaha,Mahara,Henegama Samurdhi Bank Society
Gampaha,Mahara,Maligathanna Samurdhi Bank Society	
Gampaha,Mahara,Rammuthugala Samurdhi Bank Society
Gampaha,Mahara,Malwathuhiripitiya Samurdhi Bank Society
Gampaha,Mahara,Udupila Samurdhi Bank Society
Gampaha,Minuwangoda,Naiwala Samurdhi Bank Society
Gampaha,Minuwangoda,Dewalapola Samurdhi Bank Society
Gampaha,Minuwangoda,Korasa Samurdhi Bank Society
Gampaha,Minuwangoda,Yagodamulla Samurdhi Bank Society
Gampaha,Minuwangoda,Udugampola Samurdhi Bank Society	
Gampaha,Minuwangoda,Minuwangoda Samurdhi Bank Society	
Gampaha,Minuwangoda,Horampalla Samurdhi Bank Society
Gampaha,Minuwangoda,Uggalbada Samurdhi Bank Society
Gampaha,Minuwangoda,Nadagamuwa Samurdhi Bank Society
Gampaha,Mirigama,Kandalama Samurdhi Bank Society
Gampaha,Mirigama,Keenadeniya Samurdhi Bank Society	
Gampaha,Mirigama,Meerigama Samurdhi Bank Society
Gampaha,Mirigama,Wewaldeniya Samurdhi Bank Society	
Gampaha,Mirigama,Idirape Samurdhi Bank Society
Gampaha,Mirigama,Pallewela Samurdhi Bank Society
Gampaha,Mirigama,Baduragoda Samurdhi Bank Society
Gampaha,Mirigama,Nungamuwa Samurdhi Bank Society		
Gampaha,Mirigama,Pasyala Samurdhi Bank Society
Gampaha,Mirigama,Katakalapitiya Samurdhi Bank Society	
Gampaha,Negombo,Pitipana Samurdhi Bank Society
Gampaha,Negombo,Negombo Samurdhi Bank Society	
Gampaha,Negombo,Palangathura Samurdhi Bank Society
Gampaha,Wattala,Pamunugama Samurdhi Bank Society
Gampaha,Wattala,Handala Samurdhi Bank Society
Gampaha,Wattala,Waththala Samurdhi Bank Society
Gampaha,Wattala,Walisara Samurdhi Bank Society
Hambantota,Angunakolapelessa,Thalawa Samurdhi Bank Society
Hambantota,Angunakolapelessa,Angunukolapalassa Samurdhi Bank Society
Hambantota,Angunakolapelessa,Hakuruwela Samurdhi Bank Society
Hambantota,Angunakolapelessa,Udayala Samurdhi Bank Society
Hambantota,Beliatta,Beligalla Samurdhi Bank Society
Hambantota,Beliatta,Nihiluwa Samurdhi Bank Society
Hambantota,Beliatta,Beliaththa Samurdhi Bank Society
Hambantota,Beliatta,Galagama Samurdhi Bank Society
Hambantota,Beliatta,Gatamanna Samurdhi Bank Society
Hambantota,Hambantota,Mirijjawila Samurdhi Bank Society
Hambantota,Hambantota,Pallemalala Samurdhi Bank Society
Hambantota,Hambantota,Hungama Samurdhi Bank Society
Hambantota,Hambantota,Nonagama Samurdhi Bank Society
Hambantota,Hambantota,Bolana Samurdhi Bank Society
Hambantota,Hambantota,Mamadala Samurdhi Bank Society
Hambantota,Katuwana,Middeniya Samurdhi Bank Society
Hambantota,Katuwana,Walipitiya Samurdhi Bank Society
Hambantota,Katuwana,Katuwana Samurdhi Bank Society
Hambantota,Katuwana,Madakanda Samurdhi Bank Society
Hambantota,Lunugamvehera,Devramwehera Samurdhi Bank Society
Hambantota,Lunugamvehera,Weerawila Samurdhi Bank Society
Hambantota,Lunugamvehera,Beralihela Samurdhi Bank Society
Hambantota,Okewela,Okewela Samurdhi Bank Society
Hambantota,Okewela,Kanumuldeniya Samurdhi Bank Society
Hambantota,Sooriyawewa,Suriyawawa City Samurdhi Bank Society
Hambantota,Sooriyawewa,Wiharagala Samurdhi Bank Society
Hambantota,Tangalle,Witharandeniya Samurdhi Bank Society
Hambantota,Tangalle,Thangalle Samurdhi Bank Society
Hambantota,Tangalle,Ranna Samurdhi Bank Society
Hambantota,Tangalle,Thotolpitiya Samurdhi Bank Society
Hambantota,Tangalle,Nakulugamuwa Samurdhi Bank Society
Hambantota,Thissamaharama,Uduwila Samurdhi Bank Society
Hambantota,Thissamaharama,Thissamaharamaya Samurdhi Bank Society
Hambantota,Thissamaharama,Pannegamuwa Samurdhi Bank Society
Hambantota,Walasmulla,Horewela Samurdhi Bank Society
Hambantota,Walasmulla,Warapitiya Samurdhi Bank Society
Hambantota,Weeraketiya,Kappetiyawa Samurdhi Bank Society	
Hambantota,Weeraketiya,Gonadeniya Samurdhi Bank Society
Hambantota,Weeraketiya,Weeraketiya Samurdhi Bank Society
Hambantota,Weeraketiya,Jumpitiya Samurdhi Bank Society
Hambantota,Weeraketiya,Madamulana Samurdhi Bank Society
Jaffna,Island North (Kayts),Kaites Samurdhi Bank Society
Jaffna,Jaffna,Jaffna west Samurdhi Bank Society
Jaffna,Jaffna,Jaffna East Samurdhi Bank Society
Jaffna,Jaffna,Delf Samurdhi Bank Society	
Jaffna,Nallur,Kalaviyankadu Samurdhi Bank Society
Jaffna,Nallur,Kendawil Samurdhi Bank Society
Jaffna,Nallur,Thirunelwili Samurdhi Bank Society
Jaffna,Thenmaradchi (Chavakachcheri),Kaidadi Samurdhi Bank Society
Jaffna,Thenmaradchi (Chavakachcheri),Kodikamam Samurdhi Bank Society
Jaffna,Thenmaradchi (Chavakachcheri),Warani Samurdhi Bank Society
Jaffna,Thenmaradchi (Chavakachcheri),Chawacachcheri Samurdhi Bank Society
Jaffna,Vadamaradchi East (Maruthnkerny),Ampan Samurdhi Bank Society
Jaffna,Vadamaradchi North (Point Pedro),Walwatithurei Samurdhi Bank Society	
Jaffna,Vadamaradchi North (Point Pedro),Point Peduru Samurdhi Bank Society
Jaffna,Vadamaradchi South-West (Karaveddy),Nelliyadi Samurdhi Bank Society
Jaffna,Vadamaradchi South-West (Karaveddy),Udupitti Samurdhi Bank Society
Jaffna,Vadamaradchi South-West (Karaveddy),Thunthale Samurdhi Bank Society
Jaffna,Valikamam East (Kopay),Kopai Samurdhi Bank Society
Jaffna,Valikamam East (Kopay),Achchuweli Samurdhi Bank Society
Jaffna,Valikamam North (Tellipallai),Mallagam Samurdhi Bank Society
Jaffna,Valikamam North (Tellipallai),Alaweddi Samurdhi Bank Society
Jaffna,Valikamam South (Uduvil),Chunnagam Samurdhi Bank Society
Jaffna,Valikamam South (Uduvil),Inuwil Samurdhi Bank Society
Jaffna,Valikamam South-West (Sandilipay),Manippaya Samurdhi Bank Society	
Jaffna,Valikamam South-West (Sandilipay),Pandatharippu Samurdhi Bank Society
Kalutara,Agalawatta,Agalawaththa Samurdhi Bank Society
Kalutara,Agalawatta,Yattana Samurdhi Bank Society
Kalutara,Agalawatta,Polgampala Samurdhi Bank Society
Kalutara,Bandaragama,Kidelpitiya Samurdhi Bank Society
Kalutara,Bandaragama,Alubomulla Samurdhi Bank Society
Kalutara,Bandaragama,Raigama Samurdhi Bank Society
Kalutara,Bandaragama,Bandaragama Samurdhi Bank Society	
Kalutara,Beruwala,Payagala Samurdhi Bank Society
Kalutara,Beruwala,Maggona Samurdhi Bank Society
Kalutara,Beruwala,Abepitiya Samurdhi Bank Society
Kalutara,Beruwala,Beruwala Samurdhi Bank Society
Kalutara,Beruwala,Padagoda Samurdhi Bank Society
Kalutara,Beruwala,Darga Nagaraya Samurdhi Bank Society
Kalutara,Bulathsinhala,Govinna Samurdhi Bank Society
Kalutara,Bulathsinhala,Agaloya Samurdhi Bank Society	
Kalutara,Bulathsinhala,Bulathsinhala Samurdhi Bank Society
Kalutara,Bulathsinhala,Mahagama Samurdhi Bank Society
Kalutara,Dodangoda,Ingiriya Samurdhi Bank Society
Kalutara,Dodangoda,Handapangoda Samurdhi Bank Society
Kalutara,Dodangoda,Poruwadanda Samurdhi Bank Society
Kalutara,Horana,Genapa Samurdhi Bank Society
Kalutara,Horana,Pokunuwita Samurdhi Bank Society
Kalutara,Horana,Horana Samurdhi Bank Society
Kalutara,Horana,Millawa Samurdhi Bank Society
Kalutara,Horana,Gurugoda Samurdhi Bank Society
Kalutara,Kalutara,Moronthuduwa Samurdhi Bank Society
Kalutara,Kalutara,Delduwa Samurdhi Bank Society	
Kalutara,Kalutara,Kaluthara Samurdhi Bank Society
Kalutara,Kalutara,Palathota Samurdhi Bank Society	
Kalutara,Kalutara,Nagoda Samurdhi Bank Society
Kalutara,Kalutara,Jawaththa Samurdhi Bank Society
Kalutara,Madurawela,Madurawala Samurdhi Bank Society
Kalutara,Madurawela,Ballapitiya Samurdhi Bank Society	
Kalutara,Madurawela,Warakagoda Samurdhi Bank Society
Kalutara,Mathugama,Galmaththa Samurdhi Bank Society
Kalutara,Mathugama,Horawala Samurdhi Bank Society
Kalutara,Mathugama,Yatadolawaththa Samurdhi Bank Society
Kalutara,Mathugama,Mathugama Samurdhi Bank Society
Kalutara,Millaniya,Galapatha Samurdhi Bank Society
Kalutara,Millaniya,Millaniya Samurdhi Bank Society
Kalutara,Millaniya,Halthota Samurdhi Bank Society
Kalutara,Palindanuwara,Baduraliya Samurdhi Bank Society
Kalutara,Palindanuwara,Morapitiya Samurdhi Bank Society
Kalutara,Palindanuwara,Palada Samurdhi Bank Society
Kalutara,Panadura,Keselwaththa Samurdhi Bank Society	
Kalutara,Panadura,Thanthirimulla Samurdhi Bank Society	
Kalutara,Panadura,Panadura City Samurdhi Bank Society
Kalutara,Panadura,Medaraw Samurdhi Bank Society
Kalutara,Panadura,Wadduwa Samurdhi Bank Society
Kalutara,Walallavita,Iththapana Samurdhi Bank Society
Kalutara,Walallavita,Walallawita Samurdhi Bank Society
